,Emp_ID,Emp_name,PayDate,Description,Hours,Amount
8,028MILES,Mileshiam Neesham,06-09-82,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['5.5', '5.5', '0', '0', '0']","['84.14', '58.9', '143.04', '0', '143.04']"
9,028MILES,Mileshiam Neesham,13-09-82,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['5.5', '5.5', '0', '0', '0']","['84.14', '58.9', '143.04', '0', '143.04']"
10,028MILES,Mileshiam Neesham,20-09-82,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['2.75', '2.75', '0', '0', '0']","['42.07', '29.45', '71.52', '0', '71.52']"
11,028MILES,Mileshiam Neesham,Employee Total,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['74.75', '54.25', '0', '0', '0']","['1065.67', '551.25', '1616.92', '0', '1616.92']"
0,029BALLS,Balla Galla,26-02-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['36.5', '6.5', '0', '0', '0', '0']","['796.02', '11.34', '807.36', '-30', '777.36', '76.7']"
1,029BALLS,Balla Galla,05-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['12.5', '6.5', '0', '0', '0']","['272.61', '11.34', '283.95', '0', '283.95']"
2,029BALLS,Balla Galla,12-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['6.5', '6.5', '0', '0', '0']","['141.76', '11.34', '153.1', '0', '153.1']"
3,029BALLS,Balla Galla,19-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['19.5', '5', '0', '0', '0', '0']","['425.27', '8.72', '433.99', '-16', '417.99', '82.75']"
4,029BALLS,Balla Galla,26-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '5', '0', '0', '0', '0']","['348.94', '8.72', '357.66', '-1', '356.66', '33.98']"
5,029BALLS,Balla Galla,02-04-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23', '8.5', '7.5', '0', '0', '0', '0']","['501.6', '14.83', '114.5', '630.93', '-65', '565.93', '59.94']"
6,029BALLS,Balla Galla,09-04-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['22', '8.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['479.8', '14.83', '494.63', '-34', '460.63', '46.99', nan, nan, nan, 'Page 318 of 553', nan, nan, nan, nan, 'Amount']"
7,029BALLS,Balla Galla,16-04-85,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['14', '0', '0', '0', '0']","['305.32', '305.32', '0', '305.32', '29.01']"
8,029BALLS,Balla Galla,23-04-85,"['Normal Hours', 'Public Holiday - worked', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['7', '15', '0', '0', '0', '0']","['152.66', '736.05', '888.71', '-144', '744.71', '84.43']"
9,029BALLS,Balla Galla,30-04-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['18.5', '8.5', '0', '0', '0', '0']","['403.46', '14.83', '418.29', '-12', '406.29', '39.74']"
10,029BALLS,Balla Galla,07-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['22.5', '8.5', '0', '0', '0', '0']","['490.7', '14.83', '505.53', '-37', '468.53', '48.03']"
11,029BALLS,Balla Galla,14-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '8.5', '0', '0', '0', '0']","['534.32', '14.83', '549.15', '-48', '501.15', '52.17']"
12,029BALLS,Balla Galla,21-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23.5', '8.5', '0', '0', '0', '0']","['512.51', '14.83', '527.34', '-43', '484.34', '50.1']"
13,029BALLS,Balla Galla,28-05-85,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['26.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['577.94', '577.94', '-54', '523.94', '54.9', nan, nan, nan, 'Page 319 of 553', nan, nan, nan, nan, 'Amount']"
14,029BALLS,Balla Galla,04-06-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['21.5', '8.5', '0', '0', '0', '0']","['468.89', '14.83', '483.72', '-31', '452.72', '45.95']"
15,029BALLS,Balla Galla,11-06-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['15.5', '8.5', '0', '0', '0', '0']","['338.04', '14.83', '352.87', '0', '352.87', '33.52']"
16,029BALLS,Balla Galla,18-06-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['22.5', '8.5', '0', '0', '0', '0']","['490.7', '14.83', '505.53', '-37', '468.53', '48.03']"
17,029BALLS,Balla Galla,Employee Total,"['Normal Hours', 'Public Holiday - worked', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['332', '15', '106', '7.5', '0', '0', '0', '0']","['7240.54', '736.05', '184.93', '114.5', '8276.02', '-552', '7724.02', '786.24']"
0,030CONWR,Devon Conway,05-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['59.76', '59.76', '0', '59.76']"
1,030CONWR,Devon Conway,19-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
2,030CONWR,Devon Conway,26-07-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
3,030CONWR,Devon Conway,02-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
4,030CONWR,Devon Conway,09-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
5,030CONWR,Devon Conway,16-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
6,030CONWR,Devon Conway,23-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
7,030CONWR,Devon Conway,30-08-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
8,030CONWR,Devon Conway,06-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
9,030CONWR,Devon Conway,13-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['4', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['61.19', '61.19', '0', '61.19', nan, nan, nan, 'Page 321 of 553', nan, nan, nan, nan, 'Amount']"
10,030CONWR,Devon Conway,20-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
11,030CONWR,Devon Conway,27-09-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
12,030CONWR,Devon Conway,04-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
13,030CONWR,Devon Conway,11-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['12.5', '0', '0', '0']","['191.23', '191.23', '0', '191.23']"
14,030CONWR,Devon Conway,18-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
15,030CONWR,Devon Conway,25-10-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
16,030CONWR,Devon Conway,01-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
17,030CONWR,Devon Conway,08-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
18,030CONWR,Devon Conway,15-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
19,030CONWR,Devon Conway,29-11-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['3.75', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['57.37', '57.37', '0', '57.37', nan, nan, nan, 'Page 322 of 553', nan, nan, nan, nan, 'Amount']"
20,030CONWR,Devon Conway,13-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
21,030CONWR,Devon Conway,20-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
22,030CONWR,Devon Conway,27-12-82,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['13.25', '0', '0', '0']","['202.71', '202.71', '0', '202.71']"
23,030CONWR,Devon Conway,03-01-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4.5', '0', '0', '0']","['68.84', '68.84', '0', '68.84']"
24,030CONWR,Devon Conway,10-01-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['4', '0', '0', '0']","['61.19', '61.19', '0', '61.19']"
25,030CONWR,Devon Conway,17-01-83,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['6.5', '0', '0', '0']","['99.44', '99.44', '0', '99.44']"
26,030CONWR,Devon Conway,Employee Total,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['124.5', '0', '0', '0']","['1903.15', '1903.15', '0', '1903.15']"
0,031MONTC,Montarra Chris,07-08-84,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['17', '5.5', '0', '0', '0', '0']","['463.44', '11.99', '475.43', '-2', '473.43', '45.17']"
1,031MONTC,Montarra Chris,14-08-84,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['14', '6.5', '0', '0', '0', '0']","['381.66', '14.18', '395.84', '-8', '387.84', '37.6']"
2,031MONTC,Montarra Chris,21-08-84,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['15', '7.5', '0', '0', '0', '0', '0']","['408.92', '143.12', '552.04', '-49', '-10', '493.04', '52.44']"
3,031MONTC,Montarra Chris,28-08-84,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['14', '6.5', '0', '0', '0', '0', '0']","['381.66', '14.18', '395.84', '-8', '-10', '377.84', '37.6']"
4,031MONTC,Montarra Chris,04-09-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['22.5', '6.5', '7.5', '0', '0', '0', '0', '0']","['613.38', '14.18', '143.12', '770.68', '-103', '-10', '657.68', '73.21']"
5,031MONTC,Montarra Chris,11-09-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['21.5', '6.5', '7.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['586.12', '14.18', '143.12', '743.42', '-93', '-10', '640.42', '70.62', nan, nan, nan, 'Page 324 of 553', nan, nan, nan, nan, 'Amount']"
6,031MONTC,Montarra Chris,18-09-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['30', '7.5', '7.5', '0', '0', '0', '0', '0']","['817.84', '16.36', '143.12', '977.32', '-175', '-10', '792.32', '92.85']"
7,031MONTC,Montarra Chris,25-09-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Uniforms - Reducing Balance', 'Net Pay', 'Superannuation']","['38.5', '8.5', '7.5', '0', '0', '0', '0', '0']","['1049.56', '18.54', '143.12', '1211.22', '-304', '-10', '897.22', '115.07']"
8,031MONTC,Montarra Chris,02-10-84,"['Normal Hours', 'Public Holiday - worked', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['25.5', '5.5', '0', '0', '0', '0']","['695.16', '337.36', '1032.52', '-215', '817.52', '98.09']"
9,031MONTC,Montarra Chris,09-10-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '8.5', '7.5', '0', '0', '0', '0']","['667.9', '18.54', '143.12', '829.56', '-123', '706.56', '78.81']"
10,031MONTC,Montarra Chris,16-10-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23.5', '8.5', '7.5', '0', '0', '0', '0']","['640.64', '18.54', '143.12', '802.3', '-114', '688.3', '76.22']"
11,031MONTC,Montarra Chris,23-10-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['23.5', '8.5', '6.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['640.64', '18.54', '124.04', '783.22', '-107', '676.22', '74.41', nan, nan, nan, 'Page 325 of 553', nan, nan, nan, nan, 'Amount']"
12,031MONTC,Montarra Chris,30-10-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23.5', '7.5', '7.5', '0', '0', '0', '0']","['640.64', '16.36', '143.12', '800.12', '-113', '687.12', '76.01']"
13,031MONTC,Montarra Chris,06-11-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23.5', '7.5', '7.5', '0', '0', '0', '0']","['640.64', '16.36', '143.12', '800.12', '-113', '687.12', '76.01']"
14,031MONTC,Montarra Chris,13-11-84,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '7.5', '0', '0', '0', '0']","['436.18', '143.12', '579.3', '-54', '525.3', '55.03']"
15,031MONTC,Montarra Chris,20-11-84,"['Normal Hours', 'Other Leave - Unpaid Leave- No accruals', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['21.5', '8', '7.5', '7.5', '0', '0', '0', '0']","['586.12', '0', '16.36', '143.12', '745.6', '-94', '651.6', '70.83']"
16,031MONTC,Montarra Chris,27-11-84,"['Other Leave - Unpaid Leave- No accruals', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['56', '0', '0', '0']","['0', '0', '0', '0']"
17,031MONTC,Montarra Chris,04-12-84,"['Other Leave - Unpaid Leave- No accruals', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay']","['38', '0', '0', '0']","['0', '0', '0', '0']"
18,031MONTC,Montarra Chris,11-12-84,"['Other Leave - Unpaid Leave- No accruals', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['24', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['0', '0', '0', '0', nan, nan, nan, 'Page 326 of 553', nan, nan, nan, nan, 'Amount']"
19,031MONTC,Montarra Chris,18-12-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['22', '7.5', '6.5', '0', '0', '0', '0']","['599.75', '16.36', '124.04', '740.15', '-92', '648.15', '70.31']"
20,031MONTC,Montarra Chris,25-12-84,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['20.5', '6.5', '5.5', '0', '0', '0', '0']","['558.85', '14.18', '104.96', '677.99', '-75', '602.99', '64.41']"
21,031MONTC,Montarra Chris,01-01-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['37.5', '6.5', '7.5', '0', '0', '0', '0']","['1022.3', '14.18', '143.12', '1179.6', '-292', '887.6', '112.06']"
22,031MONTC,Montarra Chris,08-01-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['36', '8.5', '6.5', '0', '0', '0', '0']","['981.4', '18.54', '124.04', '1123.98', '-270', '853.98', '106.78']"
23,031MONTC,Montarra Chris,15-01-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['25', '5.5', '5.5', '0', '0', '0', '0']","['681.53', '11.99', '104.96', '798.48', '-112', '686.48', '75.86']"
24,031MONTC,Montarra Chris,22-01-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['27', '6.5', '5.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['736.05', '14.18', '104.96', '855.19', '-132', '723.19', '81.24', nan, nan, nan, 'Page 327 of 553', nan, nan, nan, nan, 'Amount']"
25,031MONTC,Montarra Chris,29-01-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['21.5', '5.5', '5.5', '0', '0', '0', '0']","['586.12', '11.99', '104.96', '703.07', '-80', '623.07', '66.79']"
26,031MONTC,Montarra Chris,05-02-85,"['Normal Hours', 'Sat Casual Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['20.5', '5.5', '0', '0', '0', '0']","['558.85', '11.99', '570.84', '-52', '518.84', '54.23']"
27,031MONTC,Montarra Chris,12-02-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['26', '8.5', '5', '0', '0', '0', '0']","['708.79', '18.54', '95.41', '822.74', '-121', '701.74', '78.16']"
28,031MONTC,Montarra Chris,19-02-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['27.5', '8.5', '5.5', '0', '0', '0', '0']","['749.68', '18.54', '104.96', '873.18', '-138', '735.18', '82.95']"
29,031MONTC,Montarra Chris,26-02-85,"['Normal Hours', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['8.5', '0', '0', '0', '0']","['231.72', '231.72', '0', '231.72', '22.01']"
30,031MONTC,Montarra Chris,05-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['19.25', '5.5', '5.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['524.78', '11.99', '104.96', '641.73', '-67', '574.73', '60.96', nan, nan, nan, 'Page 328 of 553', nan, nan, nan, nan, 'Amount']"
31,031MONTC,Montarra Chris,12-03-85,"['Normal Hours', 'Public Holiday - worked', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '6.5', '8.5', '7.5', '0', '0', '0', '0']","['667.9', '398.7', '18.54', '143.12', '1228.26', '-311', '917.26', '116.68']"
32,031MONTC,Montarra Chris,19-03-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['20', '8.5', '6.5', '0', '0', '0', '0']","['545.22', '18.54', '124.04', '687.8', '-77', '610.8', '65.34']"
33,031MONTC,Montarra Chris,26-03-85,"['Normal Hours', 'Other Leave - Unpaid Leave- No accruals', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['8.5', '8.5', '0', '0', '0', '0']","['231.72', '0', '231.72', '0', '231.72', '22.01']"
34,031MONTC,Montarra Chris,02-04-85,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '7.5', '0', '0', '0', '0']","['436.18', '143.12', '579.3', '-54', '525.3', '55.03']"
35,031MONTC,Montarra Chris,09-04-85,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['16', '7.5', '0', '0', '0', '0']","['436.18', '143.12', '579.3', '-54', '525.3', '55.03']"
36,031MONTC,Montarra Chris,23-04-85,"['Normal Hours', 'Public Holiday - worked', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['19', '7.5', '7.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['517.96', '460.03', '143.12', '1121.11', '-270', '851.11', '106.51', nan, nan, nan, 'Page 329 of 553', nan, nan, nan, nan, 'Amount']"
37,031MONTC,Montarra Chris,30-04-85,"['Normal Hours', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['25.5', '7.5', '0', '0', '0', '0']","['695.16', '143.12', '838.28', '-126', '712.28', '79.64']"
38,031MONTC,Montarra Chris,07-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '8.5', '7.5', '0', '0', '0', '0']","['667.9', '18.54', '143.12', '829.56', '-123', '706.56', '78.81']"
39,031MONTC,Montarra Chris,14-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['23.75', '8.5', '7.5', '0', '0', '0', '0']","['647.45', '18.54', '143.12', '809.11', '-116', '693.11', '76.87']"
40,031MONTC,Montarra Chris,21-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '8.5', '7.5', '0', '0', '0', '0']","['667.9', '18.54', '143.12', '829.56', '-123', '706.56', '78.81']"
41,031MONTC,Montarra Chris,28-05-85,"['Normal Hours', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation']","['24.5', '8.5', '7.5', '0', '0', '0', '0']","['667.9', '18.54', '143.12', '829.56', '-123', '706.56', '78.81']"
42,031MONTC,Montarra Chris,11-06-85,"['Normal Hours', 'Public Holiday - worked', 'Sat Casual Ldg', 'Sun Cas Ldg', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['24.5', '7.5', '8.5', '7.5', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['667.9', '460.03', '18.54', '143.12', '1289.59', '-341', '948.59', '122.51', nan, nan, nan, 'Page 330 of 553', nan, nan, nan, nan, 'Amount']"
